Iterations,Accuracy (%),ATK,$|\mathcal{B}|$,seed
960,91.19591346153847,IPM,6,1
990,91.15584935897436,IPM,6,1
1020,91.38621794871794,IPM,6,1
1050,91.42628205128206,IPM,6,1
1080,91.56650641025641,IPM,6,1
1110,91.41626602564102,IPM,6,1
1140,91.74679487179488,IPM,6,1
1170,91.69671474358974,IPM,6,1
1200,91.93709935897436,IPM,6,1
1230,91.90705128205128,IPM,6,1
1260,92.00721153846153,IPM,6,1
1290,91.99719551282051,IPM,6,1
1320,91.89703525641026,IPM,6,1
1350,92.11738782051282,IPM,6,1
1380,92.03725961538461,IPM,6,1
1410,92.19751602564102,IPM,6,1
1440,92.00721153846153,IPM,6,1
1470,92.16746794871794,IPM,6,1
1500,92.12740384615384,IPM,6,1
30,11.368189102564102,IPM,7,1
60,6.730769230769231,IPM,7,1
90,20.72315705128205,IPM,7,1
120,16.86698717948718,IPM,7,1
150,29.517227564102566,IPM,7,1
180,39.39302884615385,IPM,7,1
210,43.47956730769231,IPM,7,1
240,54.977964743589745,IPM,7,1
270,64.31290064102564,IPM,7,1
300,68.41947115384616,IPM,7,1
330,73.7479967948718,IPM,7,1
360,78.52564102564102,IPM,7,1
390,80.67908653846153,IPM,7,1
420,81.3301282051282,IPM,7,1
450,81.04967948717949,IPM,7,1
480,76.78285256410257,IPM,7,1
510,80.59895833333333,IPM,7,1
540,79.55729166666667,IPM,7,1
570,78.73597756410257,IPM,7,1
600,79.0264423076923,IPM,7,1
630,79.94791666666667,IPM,7,1
660,79.87780448717949,IPM,7,1
690,78.69591346153847,IPM,7,1
720,80.04807692307692,IPM,7,1
750,78.34535256410257,IPM,7,1
780,79.31690705128206,IPM,7,1
810,81.02964743589743,IPM,7,1
840,80.45873397435898,IPM,7,1
870,78.02483974358974,IPM,7,1
900,78.5556891025641,IPM,7,1
930,80.66907051282051,IPM,7,1
960,80.18830128205128,IPM,7,1
990,78.2451923076923,IPM,7,1
1020,78.07491987179488,IPM,7,1
1050,79.70753205128206,IPM,7,1
1080,80.48878205128206,IPM,7,1
1110,78.48557692307692,IPM,7,1
1140,77.87459935897436,IPM,7,1
1170,80.47876602564102,IPM,7,1
1200,80.31850961538461,IPM,7,1
1230,79.94791666666667,IPM,7,1
1260,78.75600961538461,IPM,7,1
1290,78.21514423076923,IPM,7,1
1320,78.19511217948718,IPM,7,1
1350,78.5556891025641,IPM,7,1
1380,78.85616987179488,IPM,7,1
1410,78.29527243589743,IPM,7,1
1440,77.97475961538461,IPM,7,1
1470,78.79607371794872,IPM,7,1
1500,79.75761217948718,IPM,7,1
30,9.815705128205128,IPM,8,1
60,9.815705128205128,IPM,8,1
90,9.815705128205128,IPM,8,1
120,9.815705128205128,IPM,8,1
150,9.815705128205128,IPM,8,1
180,9.815705128205128,IPM,8,1
210,9.815705128205128,IPM,8,1
240,9.815705128205128,IPM,8,1
270,9.815705128205128,IPM,8,1
300,9.815705128205128,IPM,8,1
330,9.815705128205128,IPM,8,1
360,9.815705128205128,IPM,8,1
390,9.815705128205128,IPM,8,1
420,9.815705128205128,IPM,8,1
450,9.815705128205128,IPM,8,1
480,9.815705128205128,IPM,8,1
510,9.815705128205128,IPM,8,1
540,9.815705128205128,IPM,8,1
570,9.815705128205128,IPM,8,1
600,9.815705128205128,IPM,8,1
630,9.815705128205128,IPM,8,1
660,9.815705128205128,IPM,8,1
690,9.815705128205128,IPM,8,1
720,9.815705128205128,IPM,8,1
750,9.815705128205128,IPM,8,1
780,9.815705128205128,IPM,8,1
810,9.815705128205128,IPM,8,1
840,9.815705128205128,IPM,8,1
870,9.815705128205128,IPM,8,1
900,9.815705128205128,IPM,8,1
930,9.815705128205128,IPM,8,1
960,9.815705128205128,IPM,8,1
990,9.815705128205128,IPM,8,1
1020,9.815705128205128,IPM,8,1
1050,9.815705128205128,IPM,8,1
1080,9.815705128205128,IPM,8,1
1110,9.815705128205128,IPM,8,1
1140,9.815705128205128,IPM,8,1
1170,9.815705128205128,IPM,8,1
1200,9.815705128205128,IPM,8,1
1230,9.815705128205128,IPM,8,1
1260,9.815705128205128,IPM,8,1
1290,9.815705128205128,IPM,8,1
1320,9.815705128205128,IPM,8,1
1350,9.815705128205128,IPM,8,1
1380,9.815705128205128,IPM,8,1
1410,9.815705128205128,IPM,8,1
1440,9.815705128205128,IPM,8,1
1470,9.815705128205128,IPM,8,1
1500,9.815705128205128,IPM,8,1
30,42.1875,GA,1,2
60,63.48157051282051,GA,1,2
90,74.82972756410257,GA,1,2
120,81.06971153846153,GA,1,2
150,84.38501602564102,GA,1,2
180,87.16947115384616,GA,1,2
210,88.05088141025641,GA,1,2
240,88.47155448717949,GA,1,2
270,89.7636217948718,GA,1,2
300,90.30448717948718,GA,1,2
330,90.87540064102564,GA,1,2
360,91.59655448717949,GA,1,2
390,91.86698717948718,GA,1,2
420,92.33774038461539,GA,1,2
450,92.578125,GA,1,2
480,92.96875,GA,1,2
510,93.20913461538461,GA,1,2
540,93.3994391025641,GA,1,2
570,93.48958333333333,GA,1,2
600,93.7900641025641,GA,1,2
630,93.91025641025641,GA,1,2
660,94.03044871794872,GA,1,2
690,94.17067307692308,GA,1,2
720,94.40104166666667,GA,1,2
750,94.4911858974359,GA,1,2
780,94.54126602564102,GA,1,2
810,94.77163461538461,GA,1,2
840,94.90184294871794,GA,1,2
870,94.91185897435898,GA,1,2
900,95.03205128205128,GA,1,2
930,95.0420673076923,GA,1,2
960,95.21233974358974,GA,1,2
990,95.24238782051282,GA,1,2
1020,95.41266025641026,GA,1,2
1050,95.53285256410257,GA,1,2
1080,95.55288461538461,GA,1,2
1110,95.6630608974359,GA,1,2
1140,95.77323717948718,GA,1,2
1170,95.7832532051282,GA,1,2
1200,95.85336538461539,GA,1,2
1230,96.0536858974359,GA,1,2
1260,96.09375,GA,1,2
1290,96.12379807692308,GA,1,2
1320,96.19391025641026,GA,1,2
1350,96.22395833333333,GA,1,2
1380,96.2139423076923,GA,1,2
1410,96.27403846153847,GA,1,2
1440,96.34415064102564,GA,1,2
1470,96.32411858974359,GA,1,2
1500,96.4042467948718,GA,1,2
30,24.67948717948718,GA,2,2
60,61.66866987179487,GA,2,2
90,73.3573717948718,GA,2,2
120,79.93790064102564,GA,2,2
150,84.375,GA,2,2
180,86.21794871794872,GA,2,2
210,87.55008012820512,GA,2,2
240,88.93229166666667,GA,2,2
270,89.51322115384616,GA,2,2
300,90.2744391025641,GA,2,2
330,90.8954326923077,GA,2,2
360,91.43629807692308,GA,2,2
390,91.76682692307692,GA,2,2
420,92.28766025641026,GA,2,2
450,92.60817307692308,GA,2,2
480,93.06891025641026,GA,2,2
510,93.37940705128206,GA,2,2
540,93.40945512820512,GA,2,2
570,93.84014423076923,GA,2,2
600,93.96033653846153,GA,2,2
630,94.1005608974359,GA,2,2
660,94.32091346153847,GA,2,2
690,94.46113782051282,GA,2,2
720,94.71153846153847,GA,2,2
750,94.8417467948718,GA,2,2
780,95.0020032051282,GA,2,2
810,94.9619391025641,GA,2,2
840,94.99198717948718,GA,2,2
870,95.07211538461539,GA,2,2
900,95.34254807692308,GA,2,2
930,95.37259615384616,GA,2,2
960,95.4326923076923,GA,2,2
990,95.4326923076923,GA,2,2
1020,95.6229967948718,GA,2,2
1050,95.72315705128206,GA,2,2
1080,95.79326923076923,GA,2,2
1110,95.96354166666667,GA,2,2
1140,95.9735576923077,GA,2,2
1170,96.00360576923077,GA,2,2
1200,96.09375,GA,2,2
1230,96.1338141025641,GA,2,2
1260,96.1738782051282,GA,2,2
1290,96.30408653846153,GA,2,2
1320,96.32411858974359,GA,2,2
1350,96.32411858974359,GA,2,2
1380,96.46434294871794,GA,2,2
1410,96.5645032051282,GA,2,2
1440,96.61458333333333,GA,2,2
1470,96.6045673076923,GA,2,2
1500,96.58453525641026,GA,2,2
30,21.02363782051282,GA,3,2
60,59.35496794871795,GA,3,2
90,72.80649038461539,GA,3,2
120,79.36698717948718,GA,3,2
150,83.9443108974359,GA,3,2
180,87.109375,GA,3,2
210,88.64182692307692,GA,3,2
240,89.23277243589743,GA,3,2
270,90.09415064102564,GA,3,2
300,90.36458333333333,GA,3,2
330,90.86538461538461,GA,3,2
360,91.4463141025641,GA,3,2
390,91.57652243589743,GA,3,2
420,92.20753205128206,GA,3,2
450,92.4979967948718,GA,3,2
480,92.80849358974359,GA,3,2
510,93.16907051282051,GA,3,2
540,93.46955128205128,GA,3,2
570,93.52964743589743,GA,3,2
600,93.82011217948718,GA,3,2
630,93.94030448717949,GA,3,2
660,94.140625,GA,3,2
690,94.42107371794872,GA,3,2
720,94.51121794871794,GA,3,2
750,94.63141025641026,GA,3,2
780,94.74158653846153,GA,3,2
810,94.76161858974359,GA,3,2
840,94.77163461538461,GA,3,2
870,94.95192307692308,GA,3,2
900,95.0420673076923,GA,3,2
930,95.18229166666667,GA,3,2
960,95.40264423076923,GA,3,2
990,95.44270833333333,GA,3,2
1020,95.57291666666667,GA,3,2
1050,95.57291666666667,GA,3,2
1080,95.59294871794872,GA,3,2
1110,95.54286858974359,GA,3,2
1140,95.68309294871794,GA,3,2
1170,95.80328525641026,GA,3,2
1200,95.89342948717949,GA,3,2
1230,96.03365384615384,GA,3,2
1260,96.07371794871794,GA,3,2
1290,96.20392628205128,GA,3,2
1320,96.22395833333333,GA,3,2
1350,96.25400641025641,GA,3,2
1380,96.29407051282051,GA,3,2
1410,96.39423076923077,GA,3,2
1440,96.5645032051282,GA,3,2
1470,96.5244391025641,GA,3,2
1500,96.53445512820512,GA,3,2
30,49.719551282051285,GA,4,2
60,60.49679487179487,GA,4,2
90,76.0516826923077,GA,4,2
120,82.00120192307692,GA,4,2
150,85.02604166666667,GA,4,2
180,86.58854166666667,GA,4,2
210,88.49158653846153,GA,4,2
240,89.13261217948718,GA,4,2
270,89.46314102564102,GA,4,2
300,90.39463141025641,GA,4,2
330,91.21594551282051,GA,4,2
360,91.53645833333333,GA,4,2
390,91.97716346153847,GA,4,2
420,92.33774038461539,GA,4,2
450,92.48798076923077,GA,4,2
480,92.74839743589743,GA,4,2
510,93.07892628205128,GA,4,2
540,93.15905448717949,GA,4,2
570,93.37940705128206,GA,4,2
600,93.51963141025641,GA,4,2
630,93.92027243589743,GA,4,2
660,94.17067307692308,GA,4,2
690,94.24078525641026,GA,4,2
720,94.31089743589743,GA,4,2
750,94.40104166666667,GA,4,2
780,94.56129807692308,GA,4,2
810,94.64142628205128,GA,4,2
840,94.74158653846153,GA,4,2
870,94.9619391025641,GA,4,2
900,95.01201923076923,GA,4,2
930,95.15224358974359,GA,4,2
960,95.29246794871794,GA,4,2
990,95.38261217948718,GA,4,2
1020,95.37259615384616,GA,4,2
1050,95.53285256410257,GA,4,2
1080,95.60296474358974,GA,4,2
1110,95.703125,GA,4,2
1140,95.75320512820512,GA,4,2
1170,95.85336538461539,GA,4,2
1200,95.85336538461539,GA,4,2
1230,95.95352564102564,GA,4,2
1260,96.06370192307692,GA,4,2
1290,96.2139423076923,GA,4,2
1320,96.18389423076923,GA,4,2
1350,96.31410256410257,GA,4,2
1380,96.39423076923077,GA,4,2
1410,96.484375,GA,4,2
1440,96.46434294871794,GA,4,2
1470,96.46434294871794,GA,4,2
1500,96.59455128205128,GA,4,2
30,27.614182692307693,GA,5,2
60,67.98878205128206,GA,5,2
90,76.70272435897436,GA,5,2
120,81.2099358974359,GA,5,2
150,84.38501602564102,GA,5,2
180,87.11939102564102,GA,5,2
210,88.31129807692308,GA,5,2
240,88.9823717948718,GA,5,2
270,89.79366987179488,GA,5,2
300,90.28445512820512,GA,5,2
330,90.86538461538461,GA,5,2
360,91.37620192307692,GA,5,2
390,91.73677884615384,GA,5,2
420,92.21754807692308,GA,5,2
450,92.44791666666667,GA,5,2
480,92.72836538461539,GA,5,2
510,93.01883012820512,GA,5,2
540,93.30929487179488,GA,5,2
570,93.4395032051282,GA,5,2
600,93.60977564102564,GA,5,2
630,93.85016025641026,GA,5,2
660,94.08052884615384,GA,5,2
690,94.00040064102564,GA,5,2
720,94.140625,GA,5,2
750,94.4911858974359,GA,5,2
780,94.64142628205128,GA,5,2
810,94.8016826923077,GA,5,2
840,94.85176282051282,GA,5,2
870,94.8417467948718,GA,5,2
900,95.12219551282051,GA,5,2
930,95.26241987179488,GA,5,2
960,95.13221153846153,GA,5,2
990,95.32251602564102,GA,5,2
1020,95.38261217948718,GA,5,2
1050,95.5829326923077,GA,5,2
1080,95.52283653846153,GA,5,2
1110,95.42267628205128,GA,5,2
1140,95.6229967948718,GA,5,2
1170,95.65304487179488,GA,5,2
1200,95.86338141025641,GA,5,2
1230,95.86338141025641,GA,5,2
1260,96.0136217948718,GA,5,2
1290,96.04366987179488,GA,5,2
1320,96.19391025641026,GA,5,2
1350,96.08373397435898,GA,5,2
1380,96.29407051282051,GA,5,2
1410,96.35416666666667,GA,5,2
1440,96.22395833333333,GA,5,2
1470,96.42427884615384,GA,5,2
1500,96.54447115384616,GA,5,2
30,32.7724358974359,GA,6,2
60,61.828926282051285,GA,6,2
90,75.22035256410257,GA,6,2
120,81.03966346153847,GA,6,2
150,83.89423076923077,GA,6,2
180,87.11939102564102,GA,6,2
210,88.18108974358974,GA,6,2
240,88.93229166666667,GA,6,2
270,89.4931891025641,GA,6,2
300,90.07411858974359,GA,6,2
330,90.87540064102564,GA,6,2
360,91.58653846153847,GA,6,2
390,91.88701923076923,GA,6,2
420,92.41786858974359,GA,6,2
450,92.54807692307692,GA,6,2
480,92.83854166666667,GA,6,2
510,93.14903846153847,GA,6,2
540,93.33934294871794,GA,6,2
570,93.46955128205128,GA,6,2
600,93.78004807692308,GA,6,2
630,94.04046474358974,GA,6,2
660,94.16065705128206,GA,6,2
690,94.4110576923077,GA,6,2
720,94.32091346153847,GA,6,2
750,94.51121794871794,GA,6,2
780,94.67147435897436,GA,6,2
810,94.6514423076923,GA,6,2
840,94.8417467948718,GA,6,2
870,94.91185897435898,GA,6,2
900,95.02203525641026,GA,6,2
930,95.0020032051282,GA,6,2
960,95.1923076923077,GA,6,2
990,95.3125,GA,6,2
1020,95.44270833333333,GA,6,2
1050,95.52283653846153,GA,6,2
1080,95.69310897435898,GA,6,2
1110,95.73317307692308,GA,6,2
1140,95.83333333333333,GA,6,2
1170,95.98357371794872,GA,6,2
1200,95.98357371794872,GA,6,2
1230,95.92347756410257,GA,6,2
1260,96.07371794871794,GA,6,2
1290,96.19391025641026,GA,6,2
1320,96.19391025641026,GA,6,2
1350,96.32411858974359,GA,6,2
1380,96.4443108974359,GA,6,2
1410,96.47435897435898,GA,6,2
1440,96.53445512820512,GA,6,2
1470,96.47435897435898,GA,6,2
1500,96.50440705128206,GA,6,2
30,35.66706730769231,GA,7,2
60,60.88741987179487,GA,7,2
90,77.06330128205128,GA,7,2
120,81.5604967948718,GA,7,2
150,85.05608974358974,GA,7,2
180,87.20953525641026,GA,7,2
210,87.32972756410257,GA,7,2
240,88.96233974358974,GA,7,2
270,89.54326923076923,GA,7,2
300,89.99399038461539,GA,7,2
330,90.69511217948718,GA,7,2
360,91.26602564102564,GA,7,2
390,91.81690705128206,GA,7,2
420,92.15745192307692,GA,7,2
450,92.47796474358974,GA,7,2
480,92.89863782051282,GA,7,2
510,93.03886217948718,GA,7,2
540,93.18910256410257,GA,7,2
570,93.50961538461539,GA,7,2
600,93.72996794871794,GA,7,2
630,93.93028846153847,GA,7,2
660,94.0204326923077,GA,7,2
690,94.0604967948718,GA,7,2
720,94.25080128205128,GA,7,2
750,94.40104166666667,GA,7,2
780,94.51121794871794,GA,7,2
810,94.70152243589743,GA,7,2
840,94.78165064102564,GA,7,2
870,94.77163461538461,GA,7,2
900,94.87179487179488,GA,7,2
930,94.94190705128206,GA,7,2
960,95.11217948717949,GA,7,2
990,95.33253205128206,GA,7,2
1020,95.33253205128206,GA,7,2
1050,95.3525641025641,GA,7,2
1080,95.40264423076923,GA,7,2
1110,95.59294871794872,GA,7,2
1140,95.64302884615384,GA,7,2
1170,95.68309294871794,GA,7,2
1200,95.64302884615384,GA,7,2
1230,95.79326923076923,GA,7,2
1260,95.73317307692308,GA,7,2
1290,95.89342948717949,GA,7,2
1320,96.00360576923077,GA,7,2
1350,96.09375,GA,7,2
1380,96.14383012820512,GA,7,2
1410,96.03365384615384,GA,7,2
1440,96.28405448717949,GA,7,2
1470,96.28405448717949,GA,7,2
1500,96.32411858974359,GA,7,2
30,33.513621794871796,GA,8,2
60,61.94911858974359,GA,8,2
90,74.77964743589743,GA,8,2
120,79.65745192307692,GA,8,2
150,83.70392628205128,GA,8,2
180,86.31810897435898,GA,8,2
210,87.71033653846153,GA,8,2
240,88.17107371794872,GA,8,2
270,89.20272435897436,GA,8,2
300,89.9639423076923,GA,8,2
330,90.45472756410257,GA,8,2
360,90.9755608974359,GA,8,2
390,91.63661858974359,GA,8,2
420,91.94711538461539,GA,8,2
450,92.20753205128206,GA,8,2
480,92.39783653846153,GA,8,2
510,92.74839743589743,GA,8,2
540,93.0889423076923,GA,8,2
570,93.20913461538461,GA,8,2
600,93.15905448717949,GA,8,2
630,93.51963141025641,GA,8,2
660,93.7900641025641,GA,8,2
690,93.97035256410257,GA,8,2
720,94.0604967948718,GA,8,2
750,94.31089743589743,GA,8,2
780,94.52123397435898,GA,8,2
810,94.46113782051282,GA,8,2
840,94.64142628205128,GA,8,2
870,94.6113782051282,GA,8,2
900,94.94190705128206,GA,8,2
930,95.0420673076923,GA,8,2
960,95.18229166666667,GA,8,2
990,95.1923076923077,GA,8,2
1020,95.1923076923077,GA,8,2
1050,95.40264423076923,GA,8,2
1080,95.65304487179488,GA,8,2
1110,95.76322115384616,GA,8,2
1140,95.7832532051282,GA,8,2
1170,95.68309294871794,GA,8,2
1200,95.76322115384616,GA,8,2
1230,95.73317307692308,GA,8,2
1260,95.90344551282051,GA,8,2
1290,96.04366987179488,GA,8,2
1320,96.00360576923077,GA,8,2
1350,96.14383012820512,GA,8,2
1380,96.22395833333333,GA,8,2
1410,96.34415064102564,GA,8,2
1440,96.16386217948718,GA,8,2
1470,96.24399038461539,GA,8,2
1500,96.49439102564102,GA,8,2
30,41.907051282051285,LF,1,2
60,61.64863782051282,LF,1,2
90,73.41746794871794,LF,1,2
120,79.43709935897436,LF,1,2
150,82.66225961538461,LF,1,2
180,86.09775641025641,LF,1,2
210,87.11939102564102,LF,1,2
240,88.57171474358974,LF,1,2
270,89.79366987179488,LF,1,2
300,90.01402243589743,LF,1,2
330,90.88541666666667,LF,1,2
360,91.39623397435898,LF,1,2
390,91.96714743589743,LF,1,2
420,92.46794871794872,LF,1,2
450,92.55809294871794,LF,1,2
480,92.58814102564102,LF,1,2
510,93.16907051282051,LF,1,2
540,93.20913461538461,LF,1,2
570,93.28926282051282,LF,1,2
600,93.58974358974359,LF,1,2
630,93.91025641025641,LF,1,2
660,94.09054487179488,LF,1,2
690,94.00040064102564,LF,1,2
720,94.140625,LF,1,2
750,94.52123397435898,LF,1,2
780,94.51121794871794,LF,1,2
810,94.43108974358974,LF,1,2
840,94.82171474358974,LF,1,2
870,95.05208333333333,LF,1,2
900,95.06209935897436,LF,1,2
930,95.14222756410257,LF,1,2
960,95.26241987179488,LF,1,2
990,95.25240384615384,LF,1,2
1020,95.2323717948718,LF,1,2
1050,95.4326923076923,LF,1,2
1080,95.65304487179488,LF,1,2
1110,95.59294871794872,LF,1,2
1140,95.68309294871794,LF,1,2
1170,95.76322115384616,LF,1,2
1200,95.8233173076923,LF,1,2
1230,96.02363782051282,LF,1,2
1260,96.00360576923077,LF,1,2
1290,95.98357371794872,LF,1,2
1320,96.24399038461539,LF,1,2
1350,96.14383012820512,LF,1,2
1380,96.16386217948718,LF,1,2
1410,96.38421474358974,LF,1,2
1440,96.30408653846153,LF,1,2
1470,96.32411858974359,LF,1,2
1500,96.53445512820512,LF,1,2
30,29.567307692307693,LF,2,2
60,58.82411858974359,LF,2,2
90,74.54927884615384,LF,2,2
120,79.43709935897436,LF,2,2
150,83.02283653846153,LF,2,2
180,86.29807692307692,LF,2,2
210,87.6201923076923,LF,2,2
240,88.671875,LF,2,2
270,89.62339743589743,LF,2,2
300,90.38461538461539,LF,2,2
330,91.03565705128206,LF,2,2
360,91.15584935897436,LF,2,2
390,91.65665064102564,LF,2,2
420,92.08733974358974,LF,2,2
450,92.52804487179488,LF,2,2
480,92.97876602564102,LF,2,2
510,93.13902243589743,LF,2,2
540,93.3193108974359,LF,2,2
570,93.52964743589743,LF,2,2
600,93.78004807692308,LF,2,2
630,93.75,LF,2,2
660,93.94030448717949,LF,2,2
690,94.04046474358974,LF,2,2
720,94.27083333333333,LF,2,2
750,94.4110576923077,LF,2,2
780,94.68149038461539,LF,2,2
810,94.8417467948718,LF,2,2
840,94.79166666666667,LF,2,2
870,94.78165064102564,LF,2,2
900,95.11217948717949,LF,2,2
930,95.09214743589743,LF,2,2
960,95.22235576923077,LF,2,2
990,95.45272435897436,LF,2,2
1020,95.59294871794872,LF,2,2
1050,95.63301282051282,LF,2,2
1080,95.54286858974359,LF,2,2
1110,95.83333333333333,LF,2,2
1140,95.89342948717949,LF,2,2
1170,95.85336538461539,LF,2,2
1200,96.1738782051282,LF,2,2
1230,96.0136217948718,LF,2,2
1260,96.02363782051282,LF,2,2
1290,96.29407051282051,LF,2,2
1320,96.28405448717949,LF,2,2
1350,96.28405448717949,LF,2,2
1380,96.35416666666667,LF,2,2
1410,96.33413461538461,LF,2,2
1440,96.46434294871794,LF,2,2
1470,96.62459935897436,LF,2,2
1500,96.63461538461539,LF,2,2
30,22.88661858974359,LF,3,2
60,54.87780448717949,LF,3,2
90,73.29727564102564,LF,3,2
120,79.5673076923077,LF,3,2
150,83.6738782051282,LF,3,2
180,86.51842948717949,LF,3,2
210,88.03084935897436,LF,3,2
240,89.00240384615384,LF,3,2
270,89.78365384615384,LF,3,2
300,90.234375,LF,3,2
330,90.67508012820512,LF,3,2
360,91.35616987179488,LF,3,2
390,91.58653846153847,LF,3,2
420,91.7167467948718,LF,3,2
450,92.42788461538461,LF,3,2
480,92.59815705128206,LF,3,2
510,92.80849358974359,LF,3,2
540,93.36939102564102,LF,3,2
570,93.54967948717949,LF,3,2
600,93.78004807692308,LF,3,2
630,93.91025641025641,LF,3,2
660,94.16065705128206,LF,3,2
690,94.36097756410257,LF,3,2
720,94.36097756410257,LF,3,2
750,94.44110576923077,LF,3,2
780,94.79166666666667,LF,3,2
810,94.94190705128206,LF,3,2
840,94.8818108974359,LF,3,2
870,95.18229166666667,LF,3,2
900,95.20232371794872,LF,3,2
930,95.18229166666667,LF,3,2
960,95.25240384615384,LF,3,2
990,95.61298076923077,LF,3,2
1020,95.67307692307692,LF,3,2
1050,95.6630608974359,LF,3,2
1080,95.69310897435898,LF,3,2
1110,95.72315705128206,LF,3,2
1140,95.9735576923077,LF,3,2
1170,95.9735576923077,LF,3,2
1200,96.06370192307692,LF,3,2
1230,96.14383012820512,LF,3,2
1260,96.25400641025641,LF,3,2
1290,96.31410256410257,LF,3,2
1320,96.4042467948718,LF,3,2
1350,96.46434294871794,LF,3,2
1380,96.484375,LF,3,2
1410,96.55448717948718,LF,3,2
1440,96.64463141025641,LF,3,2
1470,96.64463141025641,LF,3,2
1500,96.65464743589743,LF,3,2
30,43.52964743589744,LF,4,2
60,58.04286858974359,LF,4,2
90,73.17708333333333,LF,4,2
120,80.26842948717949,LF,4,2
150,83.87419871794872,LF,4,2
180,85.16626602564102,LF,4,2
210,87.15945512820512,LF,4,2
240,88.57171474358974,LF,4,2
270,89.56330128205128,LF,4,2
300,90.16426282051282,LF,4,2
330,90.67508012820512,LF,4,2
360,91.33613782051282,LF,4,2
390,91.80689102564102,LF,4,2
420,92.23758012820512,LF,4,2
450,92.43790064102564,LF,4,2
480,92.82852564102564,LF,4,2
510,92.96875,LF,4,2
540,93.14903846153847,LF,4,2
570,93.3994391025641,LF,4,2
600,93.55969551282051,LF,4,2
630,93.8301282051282,LF,4,2
660,93.99038461538461,LF,4,2
690,94.15064102564102,LF,4,2
720,94.43108974358974,LF,4,2
750,94.4911858974359,LF,4,2
780,94.42107371794872,LF,4,2
810,94.50120192307692,LF,4,2
840,94.62139423076923,LF,4,2
870,94.87179487179488,LF,4,2
900,94.99198717948718,LF,4,2
930,95.05208333333333,LF,4,2
960,95.29246794871794,LF,4,2
990,95.38261217948718,LF,4,2
1020,95.44270833333333,LF,4,2
1050,95.61298076923077,LF,4,2
1080,95.64302884615384,LF,4,2
1110,95.7431891025641,LF,4,2
1140,95.72315705128206,LF,4,2
1170,95.73317307692308,LF,4,2
1200,95.88341346153847,LF,4,2
1230,96.07371794871794,LF,4,2
1260,96.24399038461539,LF,4,2
1290,96.18389423076923,LF,4,2
1320,96.2139423076923,LF,4,2
1350,96.45432692307692,LF,4,2
1380,96.54447115384616,LF,4,2
1410,96.4443108974359,LF,4,2
1440,96.54447115384616,LF,4,2
1470,96.65464743589743,LF,4,2
1500,96.66466346153847,LF,4,2
30,36.017628205128204,LF,5,2
60,59.04447115384615,LF,5,2
90,75.03004807692308,LF,5,2
120,80.23838141025641,LF,5,2
150,83.59375,LF,5,2
180,86.58854166666667,LF,5,2
210,87.7704326923077,LF,5,2
240,89.08253205128206,LF,5,2
270,89.99399038461539,LF,5,2
300,90.21434294871794,LF,5,2
330,90.7451923076923,LF,5,2
360,91.22596153846153,LF,5,2
390,91.76682692307692,LF,5,2
420,92.27764423076923,LF,5,2
450,92.27764423076923,LF,5,2
480,92.62820512820512,LF,5,2
510,93.07892628205128,LF,5,2
540,93.359375,LF,5,2
570,93.44951923076923,LF,5,2
600,93.77003205128206,LF,5,2
630,93.96033653846153,LF,5,2
660,93.92027243589743,LF,5,2
690,94.24078525641026,LF,5,2
720,94.42107371794872,LF,5,2
750,94.4511217948718,LF,5,2
780,94.54126602564102,LF,5,2
810,94.66145833333333,LF,5,2
840,94.85176282051282,LF,5,2
870,94.99198717948718,LF,5,2
900,95.01201923076923,LF,5,2
930,95.21233974358974,LF,5,2
960,95.32251602564102,LF,5,2
990,95.38261217948718,LF,5,2
1020,95.3926282051282,LF,5,2
1050,95.63301282051282,LF,5,2
1080,95.77323717948718,LF,5,2
1110,95.79326923076923,LF,5,2
1140,95.80328525641026,LF,5,2
1170,95.89342948717949,LF,5,2
1200,96.09375,LF,5,2
1230,96.07371794871794,LF,5,2
1260,96.27403846153847,LF,5,2
1290,96.28405448717949,LF,5,2
1320,96.35416666666667,LF,5,2
1350,96.484375,LF,5,2
1380,96.4443108974359,LF,5,2
1410,96.50440705128206,LF,5,2
1440,96.67467948717949,LF,5,2
1470,96.66466346153847,LF,5,2
1500,96.68469551282051,LF,5,2
30,38.61177884615385,LF,6,2
60,55.62900641025641,LF,6,2
90,70.7431891025641,LF,6,2
120,78.93629807692308,LF,6,2
150,83.27323717948718,LF,6,2
180,86.54847756410257,LF,6,2
210,87.59014423076923,LF,6,2
240,88.51161858974359,LF,6,2
270,89.7636217948718,LF,6,2
300,89.97395833333333,LF,6,2
330,90.69511217948718,LF,6,2
360,91.26602564102564,LF,6,2
390,91.68669871794872,LF,6,2
420,91.95713141025641,LF,6,2
450,92.29767628205128,LF,6,2
480,92.62820512820512,LF,6,2
510,92.98878205128206,LF,6,2
540,93.16907051282051,LF,6,2
570,93.4395032051282,LF,6,2
600,93.59975961538461,LF,6,2
630,93.75,LF,6,2
660,94.12059294871794,LF,6,2
690,94.0604967948718,LF,6,2
720,94.07051282051282,LF,6,2
750,94.52123397435898,LF,6,2
780,94.58133012820512,LF,6,2
810,94.52123397435898,LF,6,2
840,94.95192307692308,LF,6,2
870,94.8417467948718,LF,6,2
900,94.97195512820512,LF,6,2
930,95.07211538461539,LF,6,2
960,95.21233974358974,LF,6,2
990,95.20232371794872,LF,6,2
